ID,Lake,Elevation,Latitude,Longitude,Area,Depth,Sampling.events,Sampling.years
564,Cairn Lake (upper),2199.256348,52.70479497,-117.1584497,123056.3701,27,1,1
565,Oreamnos Lake,2344.716797,52.51817411,-117.2185394,112968.6804,12,1,1
567,Southesk Lake (upper),2351.118408,52.61882276,-117.3293657,258522.9033,26,1,1
568,Lazuline Lake,2282.830322,52.49590079,-117.2524697,5958.511201,11,1,1
569,Southesk Lake,1849.297974,52.6421982,-117.1999592,1438044.296,25,1,1
570,Medicine Lake,1437.594482,52.85624415,-117.7590982,4202104.584,17.5,2,2
571,Moose Pond,1703.88501,52.73449792,-117.634366,5080.656484,0.5,1,1
572,Salt Like Pond (north),1037.669189,53.175075,-117.971789,4075.381916,2,2,1
573,Salt Like Pond (south),1038.014893,53.174118,-117.971596,2022.853672,2,2,1
58,Smart,800.66095,59.9402,-131.77489,1026570.948,6,1,1
59,Morley,790.874451,60.01715,-132.08665,11127088.3,34,1,1
6,Ian,36.305992,53.75882,-132.57,19221551.9,165,1,1
600,Nutcracker Pond,1878.283203,50.18849668,-114.3979582,4947.839048,0.8,1,1
604,Teardrop Pond,2028.496216,50.20173876,-114.4452664,3505.267761,1.5,1,1
605,Bear Lake,1789.675293,50.21831438,-114.4300948,20299.983,4,1,1
606,Plateau Pond,2157.567627,50.23113541,-114.5080338,6246.811256,5,1,1
61,Palmer,695.115784,59.44027,-133.57575,908131.9604,13.7,2,2
62,Atlin,648.932678,59.49779,-133.72403,592000943.4,283.5,1,1
63,Snafu,872.913025,60.18277,-133.43717,4748367.048,29,1,1
64,Little Atlin,644.832947,60.25963,-133.97006,36173857.76,14,1,1
65,Lower Snafu,767.862122,60.10145,-133.70996,3527595.74,37,3,1
66,Tarfu,762.754883,60.05552,-133.72026,4202543.361,33,1,1
664,Cuthead Lake,2210.081299,51.44938939,-115.7524387,33225.28743,4.3,11,7
665,Burstall Lake (Lower),1952.113403,50.78548432,-115.3259057,85548.87463,7.5,2,2
666,Vermilion Lake (3),1399.871582,51.17500447,-115.6305624,159607.2627,4,1,1
667,Pilot Pond,1446.250732,51.22831312,-115.8132091,30395.70602,7.5,2,2
668,Bourgeau Lake,2160.429688,51.13578495,-115.7901118,51483.2552,31,1,1
669,Pharoah Lake,2139.674805,51.11436033,-115.9103674,81722.1578,18,1,1
67,Trembleur,686.541321,54.85678,-125.09827,116171995.2,102.7,1,1
670,B327 (Lake),2514.417236,51.66774732,-116.0787909,61244.28928,22,1,1
671,B324,2420.807129,51.68038919,-116.0995942,14908.30577,28,1,1
672,B323,2468.391602,51.67544006,-116.1002853,388348.5613,28,1,1
673,B328,2440.657227,51.67018782,-116.0758347,19651.42428,5.6,1,1
676,Totem Lake,2189.649658,51.88888983,-116.6272464,14745.42704,4,1,1
677,Dolomite Lake (upper),2394.959961,51.69305328,-116.3844075,10686.79492,3,1,1
678,Mistaya Lake,1679.515991,51.79704901,-116.5960147,1256652.799,28,1,1
679,Waterfowl Lake (lower),1679.683716,51.84993908,-116.6355823,712200.6417,4.7,3,3
68,Stuart,678.83136,54.53674,-124.50733,359324339.2,96.6,1,1
681,Waterfowl Lake (upper),1679.900635,51.8321433,-116.6151619,505819.7748,4.7,1,1
682,B211,2483.773193,51.47884069,-115.9488366,26867.89095,7,1,1
683,Cirque Lake,1799.695801,51.80731168,-116.6327497,387138.6515,32,1,1
684,Norman Lake,1978.451538,52.09215022,-116.9023639,29207.5158,5,1,1
685,Warden Lake (upper),1439.910034,51.97757683,-116.6921442,68718.94903,2.2,1,1
686,Pinto Lake,1737.268555,52.12470494,-116.8649423,1072235.268,30.5,1,1
687,Peyto Lake,1860.717407,51.72502913,-116.5220224,1465103.531,40,2,2
688,Outram Lake,1479.817017,51.86500789,-116.8113477,90562.26862,11.5,1,1
689,Landslide Lake,2009.863525,52.08341957,-116.5546731,465397.7297,18.3,1,1
69,Takla,683.91217,55.39553,-125.85566,220494058.9,286.8,1,1
690,Glacier Lake,1449.451538,51.92119953,-116.8609007,2369795.59,38,1,1
691,Mt. Douglas Small Pond 1,2287.316406,51.51460116,-115.9427245,1078.209617,0.5,1,1
692,Lost Horse Lake,2348.60083,51.48280238,-115.6664978,24653.91611,7,1,1
693,B347,2478.686279,51.7272481,-116.0398347,94836.91271,43,1,1
694,B222,2360.801025,51.51351474,-115.8529808,5264.220669,4,1,1
696,Crescent Lake,2229.761719,51.49785825,-115.6643729,49129.81738,5.5,1,1
697,Anderson Pond,1859.176636,51.65144967,-115.9288467,19527.12316,18.5,1,1
698,B330,2399.451904,51.69466222,-116.0332611,89761.33501,14,1,1
699,B208,2345.60498,51.52168515,-115.9525493,2689.656574,2,1,1
7,Mercer,15.020399,53.56432,-132.87885,1142982.85,32,1,1
70,Maxan,787.810547,54.29742,-126.09147,6542060.313,25,1,1
700,Mt. Douglas Small Pond 2,2287.996094,51.5140129,-115.9423058,603.371426,0.5,1,1
701,Divide Pond (lower),2394.12085,51.74072916,-115.9161057,19223.64893,5.5,2,2
703,B216,2426.053223,51.51543188,-115.8934017,9258.080014,7,1,1
705,Toad Pond,2161.648682,51.59210509,-115.7937909,1228.856842,0.5,1,1
706,B243,2484.709229,51.54776415,-115.8602106,55114.40905,12,1,1
707,B246,2242.796387,51.58584403,-115.8986637,8005.820517,1.5,1,1
708,B245,2321.775391,51.57821357,-115.8819484,41344.05996,8,1,1
709,Grouse Pond,2302.578125,51.59693771,-115.8073645,1688.195088,0.9,2,2
71,Day,806.254395,54.38992,-126.26064,3167950.799,25.3,1,1
710,B220,2469.297119,51.50932381,-115.8584466,55084.89957,32,1,1
711,B221,2313.610107,51.5183341,-115.8566215,39779.54389,9.5,1,1
712,B207,2334.209473,51.52020035,-115.9524249,26240.24624,3.5,1,1
713,B217,2442.379883,51.51332672,-115.8894896,12044.12735,7,1,1
714,B247,2268.62793,51.58140025,-115.9013546,2431.296628,7.5,1,1
716,B251,1919.810181,51.55603687,-115.9548185,49921.33571,3.2,1,1
717,Mt. Douglas Large (B209),2304.601318,51.51419277,-115.9443048,11818.90434,0.9,2,2
718,Panther Lake,2456.026855,51.4647286,-115.8701841,138937.4437,3.5,1,1
719,Snowflake Lake,2353.46582,51.59860432,-115.8327036,58089.10106,13,34,7
72,Kathlyn,501.343719,54.82455,-127.20612,1320156.369,9.4,1,1
720,Skeleton Lake (AKA Horseshoe),1863.15564,51.61288537,-115.9310257,383160.9926,15,1,1
721,Wigmore Pond,2019.595459,51.48891166,-115.70449,35732.70042,1,5,3
722,Pipit Lake,2241.249023,51.61721449,-115.8625882,80634.95117,20.6,20,8
723,Harrison Lake,2256.991211,51.55436073,-115.810945,50614.31707,10.7,11,5
724,Grouse Lake,2287.637695,51.59815461,-115.7770843,17399.35814,9,15,7
725,Drummond Lake,2236.792725,51.58743626,-115.9875722,156808.8933,40,1,1
726,Picklejar (2),2162.937012,50.52034902,-114.7743782,29308.52307,6.4,1,1
727,Rae Lake,2186.213623,50.65554109,-114.9729073,39737.5971,3.5,1,1
728,Cougar Pond (North),2094.950439,50.66669853,-114.9546803,12793.08288,2,1,1
729,Elbow Lake,2089.312012,50.63914815,-115.0085048,54801.36822,8,1,1
73,Seymour,528.278625,54.74414,-127.15964,872507.3062,9.1,1,1
730,Chiniki Lake,1326.797852,51.09990498,-114.9271466,1539088.557,12,1,1
731,Bighorn Lake (little),2488.307861,51.44712708,-115.6513334,7592.895244,8,1,1
732,Gravel Pit,1476.670044,51.24459824,-115.5105658,2565.042424,5,1,1
733,Minnewanka Lake,1502.032104,51.25705575,-115.4587128,21888964.34,105,2,2
734,Cascade Lake,2358.951904,51.27303252,-115.5978015,27354.6776,10,1,1
735,Two Jack Lake,1486.560547,51.22657851,-115.4973555,355375.1554,16,3,3
736,Johnson Lake,1411.846069,51.19730334,-115.4866288,153558.8457,3.5,3,3
737,Bighorn Lake,2366.850586,51.46476053,-115.6481646,15304.4273,9.2,15,5
738,Goat Lake,2445.824463,51.44707864,-115.8592225,279667.2131,55.5,1,1
739,Hogarth (South),1896.911987,50.79302121,-115.3190525,29866.48567,6,1,1
74,Babine,706.64563,54.7967,-126.02721,466996578.8,207,NA,4
740,Three Lakes Valley Lower Lake,2300.434082,50.81980325,-115.27591,6646.655572,2.5,1,1
741,Three Lakes Valley Pond,2276.327637,50.81741185,-115.2814497,1998.487906,1,1,1
742,Owl Lake,1958.6698,50.86191725,-115.5325844,337867.3055,23.5,1,1
743,Marvel Lake,1800.017212,50.87772487,-115.5568785,1930755.465,67,1,1
744,Leman Lake,1952.552124,50.75092306,-115.4193292,466977.2879,29,1,1
745,Spray Lake,1695.604614,50.92912924,-115.3284665,18984005.76,55.4,1,1
746,Chester Lake,2206.068604,50.81182005,-115.2736915,50769.18786,13.2,1,1
747,Vermilion Lake (1),1399.901489,51.18063855,-115.5945833,238879.5436,3,1,1
748,Vermilion Lake (2),1399.777466,51.17923281,-115.6025952,299569.8726,2,1,1
749,Black Rock Lake,2219.073486,51.12096965,-115.9151702,46822.72648,23,1,1
75,Nilkitkwa,707.597229,55.37705,-126.66076,4589872.532,21,NA,3
750,Scarab Lake,2155.553711,51.09908825,-115.9168678,294600.1364,52,1,1
751,Mummy Lake,2267.400146,51.08923168,-115.9138996,163223.2172,24,1,1
752,Nameless Lake,2293.831055,51.61113482,-116.3716086,8386.876659,5.4,1,1
753,Altrude Lake (West),1641.400879,51.23042591,-116.0482919,6604.56492,6.1,1,1
754,Kingfisher Pond,1562.948364,51.41591816,-116.1662766,4992.029881,6.1,3,3
755,Plateau Pond A,2647.199707,51.38016173,-115.9712447,4063.209001,1,1,1
756,Altrude Lake (East),1639.845215,51.23349538,-116.0420551,22410.80652,7,2,2
757,Herbert Lake (little),1595.946411,51.45131834,-116.2169091,3524.655046,8.2,49,10
758,Consolation Lake (upper),1966.458008,51.30946596,-116.1495846,96207.4249,16.2,6,6
759,Herbert Pond,1602.092285,51.45710033,-116.2236902,3257.951105,5,5,5
76,Morrison,729.50769,55.23981,-126.37211,13272141.74,41.7,3,2
760,B320,2388.583496,51.6729386,-116.131095,223146.0867,6.5,1,1
763,Sentinel Lake,2436.499512,51.33472579,-116.2207633,14691.58933,6.7,11,10
764,Consolation Lake (lower),1963.577026,51.3157218,-116.1529271,128718.4561,11.3,6,3
765,Hector Lake,1789.797974,51.58660353,-116.3629113,5480620.929,87,1,1
766,Brachiopod Lake,2263.233887,51.47997817,-116.0264018,9330.667104,3,3,3
767,Kingfisher Lake,1537.886841,51.41040274,-116.1620345,14506.72825,7.2,12,7
768,Katherine Lake,2393.557617,51.68571661,-116.3913926,105920.4015,11,1,1
769,Rockbound Lake,2234.727051,51.3145975,-115.9319177,265038.845,16,3,2
77,Haul,807.535034,55.32213,-126.52332,3063470.133,29,1,1
770,Ptarmigan Lake,2348.28418,51.48398165,-116.0766658,258788.8152,21.3,5,5
771,Arnica Lake,2147.320801,51.22189839,-115.9984192,53389.80487,15.5,1,1
772,Copper Lake,1441.928101,51.26051639,-115.9229958,12514.28931,10.4,4,4
773,Louise Lake,1760.689941,51.41254799,-116.2268751,758540.0756,70.1,8,8
774,Lost Lake,1729.382813,51.47389373,-116.2750962,43892.13268,5.5,4,4
775,Bow Lake,1949.378296,51.67242934,-116.4598863,3092984.277,51,3,3
776,Taylor Lake,2080.617676,51.2955368,-116.0979065,256889.6191,43.9,4,4
777,Smith Lake,1571.378418,51.24966924,-115.9256851,37052.76988,9.7,2,2
778,OBrien Lake,2156.655762,51.28654735,-116.0832263,47075.20819,20.7,4,4
779,McNair Pond,1525.754395,51.40680925,-116.157485,11818.32354,3.5,4,4
78,Motase,985.9245,56.03667,-127.04712,4090166.591,32,1,1
780,Annette Lake,1954.236572,51.36724874,-116.2097823,45503.29225,11.7,4,4
782,Boom Lake,1920.544067,51.26323628,-116.0955577,860852.1677,13.2,6,6
783,Eiffel Lake,2278.856934,51.32117273,-116.2437963,72483.40301,10.6,12,11
784,Vista Lake,1595.854126,51.2390003,-116.0226731,63901.26498,6.5,4,4
785,Herbert Lake,1601.854614,51.45954082,-116.2228859,52910.96959,13.3,24,11
786,Agnes Lake,2160.373779,51.41462824,-116.2480793,52294.66787,20.5,5,5
787,Mud Lake,1619.224487,51.44098276,-116.1769856,58792.94675,7.2,7,5
788,Baker Lake (little),2239.951904,51.48507756,-116.0297641,29963.72618,5,3,3
789,Helen Lake,2386.079834,51.68581962,-116.413408,21768.12182,12,1,1
79,Canyon,652.400269,56.26236,-128.15377,2445588.178,104.2,1,1
790,Moraine Lake,1886.812866,51.32206974,-116.1845117,390366.2201,20.7,11,10
791,Turquoise Lake,2158.959961,51.57258799,-116.3904804,217046.7602,36.8,1,1
792,Tilted Lake,2220.279297,51.4844679,-116.0245635,36007.61253,12.2,3,3
793,Redoubt Lake,2387.406494,51.47286034,-116.0734779,173813.329,11,4,4
794,Temple Lake,2209.056641,51.36490387,-116.1812805,31076.13391,14,3,3
795,Baker Lake,2234.562988,51.49240496,-116.0405561,320835.8798,11.6,5,5
796,Island Lake,1563.273193,51.391864,-116.1135627,147203.4128,6.4,4,4
797,Hidden Lake,2306.790771,51.48527504,-116.1090162,101756.4124,32.3,5,5
798,Elk Lake (upper),1720.268799,50.55141159,-115.1120972,709621.8465,30,1,1
799,Galatea Lake (Upper),2216.378418,50.86289761,-115.2720755,61192.43657,10,1,1
8,Eden,28.097254,53.84232,-132.74852,5927495.064,42.6,1,1
80,Kitwanga,385.332153,55.37831,-128.12027,7805896.796,14.6,1,1
800,Galatea Lake (Lower),2187.082275,50.86553341,-115.2648581,73332.02899,18.6,1,1
801,Ribbon Lake,2117.625488,50.88629586,-115.2435988,47217.68203,16.2,1,1
802,Lawson Lake,2206.065674,50.67736826,-115.266103,136719.097,6.1,1,1
803,Evan-Thomas (Wedge Pond),1526.318848,50.87258438,-115.1496783,41401.80136,3,1,1
805,Cuthead Pond (south),2210.424316,51.45023,-115.75232,1744.457532,0.5,1,1
806,Cuthead Pond (north),2204.983887,51.45108603,-115.7530113,2168.462629,0.5,3,3
807,Snowflake Pond,2280.368896,51.60686545,-115.824347,1661.827157,0.5,13,6
808,Snowflake Gully Pond 1,2295.757568,51.604497,-115.819594,325.101863,1,1,1
809,Tadpole Pond,1786.346436,50.216821,-114.42996,420.466071,0.5,1,1
81,Stephens,517.280029,55.78052,-128.59194,2028305.227,17.7,NA,2
82,Swan1,521.948608,55.78332,-128.6596,17675294.27,64,NA,1
83,Johanson,1443.136353,56.58472,-126.17894,1465591.668,52.5,1,1
84,Sustut,1304.377319,56.57291,-126.45295,2562829.465,19.6,1,1
847,Big Bird,2975.245361,36.622291,-118.593256,267173.9404,30,1,1
848,Granite2,3076.693359,36.863073,-118.620484,200714.9315,17,1,1
85,Bear,781.516602,56.14662,-126.84139,18828530.49,75,6,3
850,Pear2,2908.179932,36.601206,-118.667395,70143.7912,27,1,1
851,Marion,3139.1604,36.974512,-118.517216,88021.28974,23,1,1
852,Upper Rae,3213.802734,36.800998,-118.398868,244378.5769,17.5,1,1
853,Mt Goddard,3737.900635,37.09829,-118.71623,65597.49488,13,1,1
854,Ladder,3199.652588,37.06906,-118.62,112825.7428,23.8,1,1
856,Lower Palisade,3230.024658,37.059314,-118.48556,90923.88295,10,1,1
857,Charles,1916.882935,47.691508,-120.916206,30085.82924,9.6,1,1
858,MR6,1692.927612,48.44417,-120.73077,7770.879325,2.1,3,1
859,MR12,1980.468506,48.40829,-120.71199,5935.494362,4,4,2
86,Damdochax,586.780457,56.50702,-128.09993,1479757.347,48.2,1,1
860,MR14,1716.741699,48.402523,-120.738225,62633.16843,10.4,8,4
861,MR13-1,1801.082153,48.4024,-120.74773,2583.685745,2,5,4
862,MR4,1680.047729,48.468286,-120.653893,33057.63946,4,4,3
863,Theseus,1542.981079,47.847896,-121.030651,116616.9526,24.3,1,1
864,Fish,588.380615,47.835125,-120.703986,2006764.034,13.7,1,1
865,MM11,1963.987061,48.40435,-120.75306,14069.14038,7.6,3,3
866,Crescent,1664.242554,47.805117,-120.954269,8079.763584,7.6,1,1
867,Merritt,1531.81958,47.805949,-120.913988,23364.62835,9.1,1,1
868,GM2,1661.764893,48.468411,-120.892446,174826.4458,47.3,2,2
869,MR3,1876.379395,48.46403,-120.64762,1708.990885,2.5,5,4
87,Fred Wright,575.454102,55.97086,-128.75732,3938241.262,41.1,NA,2
870,MR15-2,1911.646118,48.40552,-120.64955,3126.170889,3,1,1
871,Upper Cathedral,2248.769531,48.98171,-120.20092,27514.81899,10.6,1,1
872,Boiling,2114.045654,48.203472,-120.35259,23463.07281,5.3,1,1
873,MR2,1872.175537,48.46923,-120.63832,5507.316212,1.5,7,4
874,Lower Cathedral,2079.821777,48.98613,-120.21319,24911.55068,3.7,1,1
875,MA3,2041.615479,48.54648,-120.83395,12407.11498,6,1,1
876,Hart,1214.346558,48.21445,-120.85409,129915.5872,22.8,1,1
877,Tungsten,2153.172852,48.965982,-120.137875,63184.46645,16.5,1,1
878,MM7,1640.446899,48.43132,-120.81437,7023.551957,1.9,4,3
879,SM2-2,1996.149536,48.29109,-120.55215,10464.84768,4.3,3,2
88,Meziadin,244.11116,56.06473,-129.30259,36609709.29,95.1,NA,3
880,Lyman,1706.993774,48.192909,-120.911492,304731.4223,11.9,1,1
881,Quartz,2055.70752,48.957925,-120.411776,28269.80113,7.6,1,1
882,MR5,1639.15332,48.448669,-120.730708,40079.15257,7,2,1
883,MR9,1813.149536,48.43303,-120.71671,18902.97879,4.9,3,2
884,Lost,1502.402588,47.814559,-120.920929,104748.7957,12.2,1,1
885,Perfection,2302.102051,47.47787,-120.81308,4551.772521,15.2,1,1
886,Holden,1608.968994,48.231523,-120.833432,74073.75386,8.2,1,1
887,SM1,2032.396851,48.32058,-120.58918,2940.377197,1.2,3,2
888,Valhalla,1472.26123,47.789834,-121.100381,97443.37709,21.8,1,1
89,Bowser,364.608429,56.45744,-129.59006,35909746,152.4,1,1
890,Corral,2180.968018,48.918756,-120.358153,37604.62406,6.1,1,1
891,CP1,1641.645752,48.474189,-121.046495,123093.8001,17.7,4,3
892,MLY2,1625.596069,48.34577,-120.78818,26023.87042,4.3,3,2
893,MR15-1,1921.43689,48.403699,-120.648544,49284.01086,27,3,2
894,MR16,1900.168579,48.39169,-120.66428,7539.736577,2,2,1
895,Surprise,1875.343506,48.224302,-120.437874,172988.8428,10.7,1,1
896,Isolation,2347.049561,47.477341,-120.820639,80727.52453,12.4,1,1
897,GM1,1266.408325,48.440085,-121.002533,600073.613,49,2,2
898,Cub,1594.463379,48.197922,-120.412593,93925.83285,16.5,1,1
899,MR10,1679.237671,48.428662,-120.674537,53611.00432,6.1,7,5
9,Yakoun,100.371864,53.31021,-132.30612,8363938.606,91,1,1
90,Christina,99.01091,57.23556,-131.90281,1395802.619,72.1,1,1
900,Crow,2112.921875,48.930146,-120.358993,10174.82909,4.6,1,1
901,Ramon,2142.621338,48.98657,-120.38243,13321.52434,4.1,1,1
902,Myrtle,1147.804688,48.055681,-120.703708,74547.95453,18.7,1,1
903,SM2-1,1932.201294,48.29285,-120.55633,9699.031026,2.1,4,3
904,MR8,1964.919678,48.43928,-120.72027,3322.032156,3.5,1,1
905,Remmel,2095.740479,48.95631,-120.20719,47905.67536,2.6,1,1
906,MR13-2,1783.335693,48.40124,-120.74735,14486.00633,5,8,5
907,Cornwell,2117.544434,48.9357,-120.201487,25731.51179,6.4,1,1
908,MM10,664.804077,48.388747,-120.832234,59195.29516,5.8,2,2
909,Minotaur,1691.571045,47.8465,-121.0387,77353.54704,30.5,1,1
91,Tahltan,808.011292,57.96279,-131.61617,4879255.306,51.8,1,1
910,Hidden,690.07959,47.820122,-120.814537,33941.88175,9.5,1,1
911,Sheep,2155.648926,48.972925,-120.379545,17393.28922,15.2,1,1
912,Bernice,2213.693604,48.24153,-120.40342,40739.10251,16.6,1,1
913,MR11,1863.164063,48.41457,-120.68704,11546.9396,8.8,9,5
914,MM6,1503.910522,48.439478,-120.815774,40976.80109,11.9,8,4
915,Cup,1965.584473,47.714837,-120.922037,25120.98948,11.4,1,1
916,Royal Arch,2651.436279,37.577964,-119.503173,34071.32416,12.5,1,1
917,Roosevelt,3105.457764,37.96998,-119.334788,259976.9391,13.1,1,1
918,Davis2,3371.406494,37.12729,-118.720062,430759.5852,23.5,1,1
919,Goethe Basin 1,3518.864258,37.195568,-118.69778,268552.5379,30,1,1
92,Chutine,271.218628,57.75679,-132.39458,6597820.783,201.2,1,1
921,Young,3045.018555,37.937557,-119.339569,22686.89682,10,1,1
922,Evelyn,3151.060791,37.806286,-119.325205,171094.4472,13.1,1,1
923,Elizabeth,2895.953613,37.844953,-119.369509,105120.979,10.3,1,1
924,Hoover West,2648.964844,37.608271,-119.478349,45358.10574,5,1,1
925,Upper Chain,2770.393066,37.569389,-119.406456,64060.74642,16,1,1
926,Evolution,3308.477539,37.169018,-118.696194,246881.3124,13,1,1
927,Merced,2196.575439,37.738013,-119.413773,247762.5076,24,1,1
928,May,2843.515137,37.847282,-119.493375,214561.8707,21.5,1,1
929,Saddle Horse,2211.005615,37.996764,-119.569979,80639.97037,4.5,1,1
93,Kingsalmon,533.127686,58.71592,-132.91076,2323007.932,36.6,1,1
930,Washburn,2319.836182,37.714745,-119.371546,212809.1487,26,1,1
931,Vernon,2001.203613,38.013296,-119.725156,254921.6618,12,1,1
932,Miller,2884.602539,37.99228,-119.419448,35491.09264,11.5,1,1
933,Tenaya,2480.89917,37.831536,-119.459963,719639.4055,31,1,1
934,Vogelsang,3151.949219,37.78672,-119.343505,80721.82556,7,1,1
935,Edith,1916.203979,38.060941,-119.749219,261117.9642,25,1,1
936,Granite3,3176.345459,37.924787,-119.279063,64924.94168,7,1,1
937,Lower Branigan,2260.314453,38.020864,-119.685877,40197.04065,30,1,1
938,Helen2,3335.174561,37.83059,-119.228584,223101.2525,26,1,1
939,Edna,3093.50708,37.644163,-119.382724,163065.0166,30,1,1
94,Kuthai,725.090393,59.23423,-133.26295,1599270.559,29.2,1,1
940,Mildred,2906.908447,37.820583,-119.441577,45581.04246,4.1,1,1
941,Tilden,2709.825439,38.100791,-119.605247,570233.8526,12,1,1
942,Upper Twin3,2639.841309,38.131819,-119.683397,501510.8147,14,1,1
943,Dog,2798.108154,37.891262,-119.340239,140533.3716,6.5,1,1
944,Benson2,2308.992188,38.016124,-119.529699,694140.2006,30,1,1
945,Kibbie,1984.471191,38.053449,-119.846372,478756.3463,30,1,1
946,Unnamed 36,2202.418457,40.457965,-121.448997,1152.975219,0.8,1,1
947,Bathtub Pond,1851.7146,40.56855,-121.29581,15001.09876,5.6,1,1
948,Indian Lake,2127.237549,40.45645,-121.32985,33560.38895,4.2,1,1
949,Cluster Lake 3,1993.620605,40.533948,-121.393336,69955.26791,4.5,1,1
95,Trapper,769.312744,58.46384,-132.62804,5654183.582,114.7,1,1
950,Unnamed 34,2043.778198,40.43043,-121.28113,3564.161538,1.8,1,1
951,Crystal Lake,2198.599854,40.459074,-121.290087,27529.31582,5.7,1,1
952,Cliff Lake,2239.640625,40.47704,-121.45596,19685.34996,3.4,1,1
953,Indian Pond,2138.400146,40.45817,-121.32677,9994.256078,6.4,1,1
954,Little Bear Lake,2067.888672,40.52311,-121.40689,16964.89044,2.2,1,1
955,Helen,2489.19165,40.468629,-121.510442,108409.0152,32.5,1,1
956,Rainbow Lake,2008.105713,40.51227,-121.34924,103711.0229,8.8,1,1
957,Cluster Lake 4,1993.648071,40.53689,-121.3944,19474.94798,0.9,1,1
958,Jakey Pond 6,2146.293701,40.47376,-121.26803,8309.418519,2.7,1,1
959,Reflection Lake,1794.969849,40.537477,-121.565654,35560.59255,4.5,1,1
96,Kennicot,633.021057,58.17461,-131.55575,1404480.414,69.5,1,1
960,Cluster Pond 4,2036.192749,40.52908,-121.39727,3818.57889,2.4,1,1
961,Summit Lake,2035.941528,40.493591,-121.423527,53270.59089,2.2,1,1
962,Hidden5,2030.619019,40.490599,-121.330419,34263.71894,3.2,1,1
963,Inspiration Pond 2,2052.585449,40.47735,-121.29654,9694.244644,1.6,1,1
964,Unnamed 27,2220.116699,40.477853,-121.252521,4202.027449,2.1,1,1
965,Soap Lake,1925.31897,40.551452,-121.380529,28550.4709,0.9,1,1
966,Forest Lake,2275.584473,40.439232,-121.550743,7930.932085,3.6,1,1
967,Harriette,2049.908936,42.337367,-122.098354,145418.9451,21,1,1
968,Margurette,1828.945313,42.599581,-122.203913,60056.28709,7.5,1,1
969,Wind2,1850.661987,42.614513,-122.20945,8040.267714,1,1,1
97,Tatsamenie,790.016968,58.33131,-132.34451,16499667.58,142,1,1
970,Hemlock1,1950.229614,42.34863,-122.089022,11612.32997,8.5,1,1
971,Lonesome,1427.952881,42.5439,-121.156079,542.630463,3.5,1,1
972,Bert,1815.876465,42.516245,-122.223631,7974.022825,1.5,1,1
973,Trapper,1814.297363,42.599564,-122.197839,64749.94339,3.5,1,1
974,Upper Palisades,1771.848999,46.950896,-121.593351,7839.630498,15.3,2,1
975,Deer,1092.621338,47.571503,-121.400378,162338.6239,12.1,1,1
976,RD2,409.10495,48.69682,-121.1088,27048.39265,6.4,5,3
977,MC7,1554.048706,48.976107,-121.480355,66255.88817,27.2,1,1
978,LN04,1057.940796,46.800578,-121.870568,3999.580527,3.1,1,1
979,LW08,1949.724121,46.94054,-121.608634,5090.232186,2.5,3,2
98,Azouzetta,871.551636,55.38754,-122.61256,992644.2396,29.9,1,1
980,LW15,1694.31665,46.933204,-121.594466,916.641496,2.8,1,1
981,M19,1429.794189,48.68973,-121.33527,48225.01929,24,3,2
982,LH08,1764.958862,46.96161,-121.61413,4127.237269,1,1,1
983,Little Paradise,1237.36499,47.656002,-121.505859,19073.5116,13,1,1
984,LC34,1757.030884,46.954992,-121.753955,11970.22099,2.5,2,2
985,M5,1385.328491,48.70517,-121.5018,12758.83355,9,2,2
986,LM26,1430.373901,46.885846,-121.896567,5535.938012,4.7,1,1
987,LZ07,1891.502075,46.798208,-121.711077,348.006192,0.5,1,1
988,RD5-2,1032.307983,48.65863,-121.04005,2167.060163,5.8,17,8
989,LS3,1350.006348,48.64898,-121.54293,15447.96077,4.9,3,3
99,R11 Pond,1812.0354,51.05540909,-118.0627358,14435.6879,7,2,1
990,EP6,1565.771729,48.601208,-121.1705,37730.5622,19.8,2,2
991,West,1396.280884,46.819,-121.943716,16711.69319,9.2,1,1
992,DD8,1860.305908,48.628276,-121.152898,10272.09461,1.9,1,1
993,M21,1201.962524,48.72194,-121.36506,23245.15594,3.1,1,1
994,LP14,1998.803223,46.830753,-121.853466,1866.457584,0.5,1,1
995,LO35,1746.983765,46.941239,-121.761198,764.771896,0.6,2,2
996,Green,972.570862,46.977002,-121.859622,49597.6899,29,24,6
997,LC14,1695.984131,46.935587,-121.834355,10920.91333,1,2,2
998,Hidden,1805.23877,46.94149,-121.59994,21190.915,7,2,1
999,Bear,1100.905151,47.574004,-121.394269,184875.3856,14.1,1,1
